user_sequence,challenge
70015_11,CI24673
70015_12,CI24681
70015_13,CI24399
70021_11,CI24179
70021_12,CI26740
70021_13,CI23582
70022_11,CI24151
70022_12,CI24763
70022_13,CI23942
70024_11,CI26056
70024_12,CI26287
70024_13,CI26205
70026_11,CI26424
70026_12,CI26418
70026_13,CI26421
70027_11,CI26411
70027_12,CI26382
70027_13,CI26414
70032_11,CI24678
70032_12,CI24932
70032_13,CI24676
70034_11,CI24398
70034_12,CI23942
70034_13,CI23831
70035_11,CI25812
70035_12,CI25813
70035_13,CI25811
70036_11,CI24673
70036_12,CI24399
70036_13,CI24940
70037_11,CI24680
70037_12,CI24399
70037_13,CI23725
70038_11,CI24940
70038_12,CI24680
70038_13,CI23888
70042_11,CI24020
70042_12,CI23726
70042_13,CI24940
70046_11,CI24234
70046_12,CI24327
70046_13,CI24314
70050_11,CI23634
70050_12,CI23677
70050_13,CI24672
70053_11,CI26413
70053_12,CI26414
70053_13,CI26411
70058_11,CI24151
70058_12,CI24680
70058_13,CI23615
70061_11,CI23653
70061_12,CI23971
70061_13,CI24845
70062_11,CI26419
70062_12,CI26411
70062_13,CI25822
70065_11,CI25084
70065_12,CI23582
70065_13,CI23918
70069_11,CI25245
70069_12,CI25207
70069_13,CI25262
70073_11,CI24673
70073_12,CI24399
70073_13,CI24535
70076_11,CI23883
70076_12,CI23806
70076_13,CI25690
70080_11,CI24673
70080_12,CI23883
70080_13,CI24932
70082_11,CI24910
70082_12,CI25253
70082_13,CI23503
70084_11,CI24314
70084_12,CI24300
70084_13,CI24397
70086_11,CI24393
70086_12,CI24282
70086_13,CI24185
70087_11,CI23864
70087_12,CI23883
70087_13,CI23806
70091_11,CI23867
70091_12,CI24828
70091_13,CI24833
70099_11,CI24042
70099_12,CI24158
70099_13,CI24769
70101_11,CI27577
70101_12,CI27578
70101_13,CI27562
70104_11,CI24150
70104_12,CI23946
70104_13,CI24754
70105_11,CI24326
70105_12,CI24397
70105_13,CI24389
70106_11,CI24915
70106_12,CI24934
70106_13,CI24930
70109_11,CI24476
70109_12,CI24185
70109_13,CI24846
70113_11,CI24923
70113_12,CI24901
70113_13,CI24927
70114_11,CI24535
70114_12,CI24866
70114_13,CI24400
70115_11,CI27136
70115_12,CI27141
70115_13,CI27139
70116_11,CI25812
70116_12,CI25813
70116_13,CI25811
70117_11,CI24926
70117_12,CI24112
70117_13,CI23677
70122_11,CI24071
70122_12,CI23615
70122_13,CI24148
70128_11,CI23806
70128_12,CI24720
70128_13,CI25690
70130_11,CI23615
70130_12,CI23725
70130_13,CI23630
70131_11,CI24816
70131_12,CI24845
70131_13,CI24818
70135_11,CI23800
70135_12,CI25690
70135_13,CI23582
70138_11,CI24754
70138_12,CI24926
70138_13,CI24917
70139_11,CI27561
70139_12,CI27568
70139_13,CI27566
70145_11,CI24402
70145_12,CI24400
70145_13,CI23537
70150_11,CI23788
70150_12,CI25690
70150_13,CI24769
70157_11,CI24754
70157_12,CI27568
70157_13,CI23662
70161_11,CI27568
70161_12,CI27561
70161_13,CI27574
70165_11,CI24680
70165_12,CI24671
70165_13,CI24148
70168_11,CI24234
70168_12,CI24314
70168_13,CI24324
70170_11,CI24158
70170_12,CI23725
70170_13,CI23615
70173_11,CI24151
70173_12,CI24020
70173_13,CI24176
70177_11,CI24923
70177_12,CI24899
70177_13,CI24898
70180_11,CI24896
70180_12,CI24866
70180_13,CI24673
70182_11,CI23582
70182_12,CI24150
70182_13,CI23946
70183_11,CI23627
70183_12,CI24393
70183_13,CI24112
70186_11,CI23720
70186_12,CI26056
70186_13,CI24393
70188_11,CI25985
70188_12,CI25990
70188_13,CI25978
70191_11,CI26056
70191_12,CI26052
70191_13,CI24103
70194_11,CI24908
70194_12,CI24751
70194_13,CI25694
70195_11,CI25253
70195_12,CI26143
70195_13,CI24910
70196_11,CI24899
70196_12,CI24923
70196_13,CI24900
70197_11,CI26849
70197_12,CI25230
70197_13,CI25782
70198_11,CI24459
70198_12,CI24496
70198_13,CI24458
70200_11,CI24151
70200_12,CI24020
70200_13,CI23726
70203_11,CI24770
70203_12,CI24754
70203_13,CI24769
70204_11,CI24020
70204_12,CI25077
70204_13,CI23726
70205_11,CI24932
70205_12,CI23656
70205_13,CI24917
70207_11,CI25690
70207_12,CI23582
70207_13,CI25697
70211_11,CI24307
70211_12,CI24672
70211_13,CI24179
70212_11,CI23726
70212_12,CI24020
70212_13,CI24044
70215_11,CI24897
70215_12,CI24517
70215_13,CI24899
70218_11,CI24899
70218_12,CI24897
70218_13,CI24898
70219_11,CI24901
70219_12,CI24898
70219_13,CI24319
70226_11,CI27561
70226_12,CI23806
70226_13,CI23677
70227_11,CI24303
70227_12,CI24319
70227_13,CI24300
70229_11,CI24914
70229_12,CI24963
70229_13,CI24915
70230_11,CI24319
70230_12,CI24234
70230_13,CI24300
70233_11,CI24401
70233_12,CI24403
70233_13,CI23537
70236_11,CI24070
70236_12,CI24930
70236_13,CI24934
70239_11,CI26435
70239_12,CI26436
70239_13,CI26439
70240_11,CI24720
70240_12,CI24672
70240_13,CI23677
70246_11,CI26435
70246_12,CI26436
70246_13,CI26439
70249_11,CI24678
70249_12,CI24676
70249_13,CI24677
70250_11,CI23972
70250_12,CI24151
70250_13,CI25077
70251_11,CI25262
70251_12,CI25390
70251_13,CI24676
70253_11,CI27348
70253_12,CI27343
70253_13,CI23806
70254_11,CI23667
70254_12,CI24113
70254_13,CI24769
70260_11,CI25459
70260_12,CI24447
70260_13,CI25031
70261_11,CI26666
70261_12,CI25712
70261_13,CI24058
70262_11,CI23864
70262_12,CI24671
70262_13,CI24398
70267_11,CI24754
70267_12,CI23630
70267_13,CI24757
70268_11,CI25688
70268_12,CI25694
70268_13,CI23879
70284_11,CI25821
70284_12,CI26411
70284_13,CI26412
70287_11,CI23942
70287_12,CI23736
70287_13,CI24151
70289_11,CI25821
70289_12,CI26411
70289_13,CI26412
70292_11,CI25696
70292_12,CI24734
70292_13,CI24745
70294_11,CI24319
70294_12,CI24898
70294_13,CI24899
70298_11,CI24773
70298_12,CI24755
70298_13,CI24792
70299_11,CI24678
70299_12,CI24681
70299_13,CI24758
70302_11,CI23888
70302_12,CI24769
70302_13,CI23726
70304_11,CI24401
70304_12,CI24403
70304_13,CI24897
70305_11,CI24676
70305_12,CI23883
70305_13,CI23656
70307_11,CI24773
70307_12,CI24755
70307_13,CI24792
70313_11,CI24399
70313_12,CI24336
70313_13,CI24110
70315_11,CI24400
70315_12,CI24459
70315_13,CI24866
70329_11,CI26411
70329_12,CI26412
70329_13,CI25821
70331_11,CI25820
70331_12,CI25822
70331_13,CI25821
70333_11,CI24319
70333_12,CI24865
70333_13,CI24300
70335_11,CI25821
70335_12,CI26411
70335_13,CI26412
70337_11,CI24399
70337_12,CI23725
70337_13,CI24681
70339_11,CI25821
70339_12,CI26411
70339_13,CI26412
70340_11,CI24959
70340_12,CI24758
70340_13,CI24927
70341_11,CI24926
70341_12,CI24916
70341_13,CI23806
70343_11,CI24769
70343_12,CI24757
70343_13,CI24148
70344_11,CI25812
70344_12,CI25813
70344_13,CI25811
70345_11,CI24103
70345_12,CI23747
70345_13,CI25079
70353_11,CI24866
70353_12,CI24535
70353_13,CI24399
70354_11,CI24773
70354_12,CI24755
70354_13,CI24753
70359_11,CI24680
70359_12,CI24399
70359_13,CI24866
70363_11,CI25797
70363_12,CI25803
70363_13,CI26489
70366_11,CI25825
70366_12,CI25826
70366_13,CI25820
70371_11,CI24256
70371_12,CI24905
70371_13,CI24315
70373_11,CI26424
70373_12,CI26421
70373_13,CI26418
70376_11,CI26421
70376_12,CI26420
70376_13,CI26434
70377_11,CI26423
70377_12,CI26420
70377_13,CI26422
70379_11,CI24336
70379_12,CI24110
70379_13,CI24399
70384_11,CI27417
70384_12,CI27419
70384_13,CI27413
70386_11,CI25450
70386_12,CI25688
70386_13,CI27323
70387_11,CI24770
70387_12,CI24755
70387_13,CI24763
70390_11,CI25812
70390_12,CI25813
70390_13,CI25811
70393_11,CI24070
70393_12,CI24926
70393_13,CI24932
70394_11,CI23791
70394_12,CI24757
70394_13,CI23838
70396_11,CI26419
70396_12,CI26418
70396_13,CI26416
70398_11,CI23725
70398_12,CI23923
70398_13,CI23656
70403_11,CI25450
70403_12,CI27323
70403_13,CI27338
70407_11,CI24514
70407_12,CI24496
70407_13,CI24452
70412_11,CI24754
70412_12,CI24757
70412_13,CI23615
70413_11,CI25688
70413_12,CI24792
70413_13,CI24755
70415_11,CI23883
70415_12,CI24769
70415_13,CI23923
70418_11,CI24150
70418_12,CI24398
70418_13,CI24071
70421_11,CI24399
70421_12,CI24535
70421_13,CI24128
70424_11,CI24930
70424_12,CI24923
70424_13,CI24303
70426_11,CI27067
70426_12,CI27089
70426_13,CI27063
70429_11,CI24901
70429_12,CI24319
70429_13,CI24917
70433_11,CI25202
70433_12,CI25209
70433_13,CI25211
70435_11,CI24398
70435_12,CI24932
70435_13,CI24112
70438_11,CI25697
70438_12,CI25688
70438_13,CI23759
70439_11,CI25442
70439_12,CI23788
70439_13,CI23806
70440_11,CI23942
70440_12,CI23923
70440_13,CI23831
70442_11,CI24848
70442_12,CI24399
70442_13,CI23656
70443_11,CI25812
70443_12,CI25813
70443_13,CI25811
70444_11,CI25253
70444_12,CI25367
70444_13,CI25133
70446_11,CI25813
70446_12,CI25812
70446_13,CI26489
70450_11,CI27561
70450_12,CI25690
70450_13,CI27568
70453_11,CI25459
70453_12,CI24282
70453_13,CI23496
70463_11,CI24866
70463_12,CI24399
70463_13,CI24535
70467_11,CI24894
70467_12,CI24892
70467_13,CI24874
70470_11,CI27323
70470_12,CI27338
70470_13,CI25450
70472_11,CI24773
70472_12,CI24755
70472_13,CI24792
70473_11,CI25450
70473_12,CI25455
70473_13,CI25688
70477_11,CI23914
70477_12,CI23742
70477_13,CI23736
70480_11,CI23726
70480_12,CI24151
70480_13,CI24020
70488_11,CI24926
70488_12,CI23806
70488_13,CI24364
70489_11,CI24865
70489_12,CI24234
70489_13,CI24319
70490_11,CI24234
70490_12,CI24300
70490_13,CI24319
70491_11,CI24234
70491_12,CI24314
70491_13,CI24324
70496_11,CI24042
70496_12,CI24148
70496_13,CI23882
70498_11,CI27343
70498_12,CI23806
70498_13,CI25688
70499_11,CI25074
70499_12,CI24171
70499_13,CI25073
70500_11,CI26435
70500_12,CI26434
70500_13,CI26432
70501_11,CI24680
70501_12,CI24535
70501_13,CI24848
70502_11,CI24773
70502_12,CI24755
70502_13,CI24792
70507_11,CI24319
70507_12,CI24303
70507_13,CI24865
70511_11,CI25821
70511_12,CI26411
70511_13,CI26412
70512_11,CI24900
70512_12,CI24901
70512_13,CI24899
70516_11,CI23725
70516_12,CI24171
70516_13,CI24754
70519_11,CI26740
70519_12,CI25690
70519_13,CI25249
70520_11,CI27113
70520_12,CI27112
70520_13,CI27109
70521_11,CI24402
70521_12,CI24865
70521_13,CI24401
70527_11,CI24611
70527_12,CI24612
70527_13,CI24614
70530_11,CI24514
70530_12,CI24449
70530_13,CI24503
70534_11,CI24844
70534_12,CI24614
70534_13,CI24740
70538_11,CI24932
70538_12,CI24848
70538_13,CI24940
70540_11,CI24402
70540_12,CI24681
70540_13,CI24932
70543_11,CI24905
70543_12,CI24324
70543_13,CI24235
70552_11,CI24055
70552_12,CI24579
70552_13,CI24042
70563_11,CI24740
70563_12,CI24742
70563_13,CI24732
70564_11,CI25450
70564_12,CI27339
70564_13,CI27323
70565_11,CI25694
70565_12,CI25443
70565_13,CI25688
70568_11,CI24865
70568_12,CI24389
70568_13,CI24327
70571_11,CI27359
70571_12,CI27358
70571_13,CI27348
70572_11,CI24740
70572_12,CI24614
70572_13,CI24742
70577_11,CI24865
70577_12,CI24319
70577_13,CI24234
70579_11,CI24897
70579_12,CI24914
70579_13,CI24395
70581_11,CI24905
70581_12,CI24256
70581_13,CI24397
70584_11,CI26425
70584_12,CI26446
70584_13,CI26424
70586_11,CI25812
70586_12,CI25813
70586_13,CI25804
70587_11,CI26425
70587_12,CI26446
70587_13,CI26424
70589_11,CI24672
70589_12,CI23838
70589_13,CI24176
70595_11,CI24905
70595_12,CI24397
70595_13,CI24256
70599_11,CI25694
70599_12,CI25443
70599_13,CI25688
70600_11,CI24317
70600_12,CI24324
70600_13,CI24326
70613_11,CI24740
70613_12,CI24614
70613_13,CI24738
70618_11,CI27005
70618_12,CI27094
70618_13,CI25761
70619_11,CI24678
70619_12,CI24677
70619_13,CI24675
70628_11,CI24916
70628_12,CI24926
70628_13,CI24932
70631_11,CI27323
70631_12,CI25453
70631_13,CI27338
70632_11,CI24319
70632_12,CI24300
70632_13,CI24865
70637_11,CI24769
70637_12,CI23883
70637_13,CI23656
70639_11,CI25442
70639_12,CI24150
70639_13,CI23806
70640_11,CI25263
70640_12,CI25203
70640_13,CI25211
70646_11,CI24234
70646_12,CI24319
70646_13,CI24865
70647_11,CI24319
70647_12,CI24303
70647_13,CI24234
70655_11,CI23725
70655_12,CI24847
70655_13,CI24754
70657_11,CI24364
70657_12,CI24897
70657_13,CI24900
70659_11,CI24395
70659_12,CI23864
70659_13,CI24110
70660_11,CI24753
70660_12,CI24763
70660_13,CI24792
70666_11,CI24459
70666_12,CI25262
70666_13,CI25256
70671_11,CI24892
70671_12,CI24848
70671_13,CI24896
70675_11,CI24112
70675_12,CI24400
70675_13,CI23725
70677_11,CI26429
70677_12,CI26437
70677_13,CI26440
70679_11,CI26489
70679_12,CI25813
70679_13,CI25804
70680_11,CI23971
70680_12,CI23653
70680_13,CI24680
70682_11,CI24693
70682_12,CI23554
70682_13,CI25030
70686_11,CI23725
70686_12,CI24398
70686_13,CI24112
70688_11,CI24751
70688_12,CI25077
70688_13,CI23785
70692_11,CI26429
70692_12,CI26437
70692_13,CI26440
70696_11,CI24042
70696_12,CI23934
70696_13,CI23882
70698_11,CI25813
70698_12,CI25812
70698_13,CI26489
70703_11,CI24535
70703_12,CI24399
70703_13,CI24940
70704_11,CI24148
70704_12,CI24176
70704_13,CI23667
70705_11,CI24740
70705_12,CI24729
70705_13,CI24732
70713_11,CI26411
70713_12,CI26413
70713_13,CI26414
70732_11,CI23725
70732_12,CI24112
70732_13,CI23923
70739_11,CI24392
70739_12,CI24770
70739_13,CI24188
70740_11,CI25690
70740_12,CI25442
70740_13,CI24754
70742_11,CI25688
70742_12,CI24757
70742_13,CI24756
70749_11,CI24612
70749_12,CI24611
70749_13,CI24614
70759_11,CI23781
70759_12,CI23838
70759_13,CI23719
70761_11,CI24327
70761_12,CI24496
70761_13,CI24514
70762_11,CI23630
70762_12,CI24754
70762_13,CI24769
70767_11,CI24740
70767_12,CI24614
70767_13,CI24611
70771_11,CI25688
70771_12,CI25697
70771_13,CI23883
70774_11,CI24901
70774_12,CI24898
70774_13,CI24923
70775_11,CI24857
70775_12,CI24892
70775_13,CI24889
70779_11,CI26439
70779_12,CI26425
70779_13,CI26435
70789_11,CI26286
70789_12,CI23708
70789_13,CI25079
70800_11,CI24678
70800_12,CI24853
70800_13,CI24171
70801_11,CI24874
70801_12,CI24892
70801_13,CI24857
70803_11,CI25688
70803_12,CI25694
70803_13,CI24150
70804_11,CI24865
70804_12,CI24401
70804_13,CI23537
70808_11,CI24669
70808_12,CI24047
70808_13,CI24040
70809_11,CI24020
70809_12,CI24176
70809_13,CI24680
70810_11,CI26435
70810_12,CI26439
70810_13,CI26436
70811_11,CI24326
70811_12,CI24324
70811_13,CI24256
70814_11,CI26421
70814_12,CI26420
70814_13,CI26434
70816_11,CI24676
70816_12,CI24769
70816_13,CI23788
70817_11,CI24399
70817_12,CI24050
70817_13,CI24400
70819_11,CI24324
70819_12,CI24401
70819_13,CI24389
70820_11,CI25823
70820_12,CI25824
70820_13,CI25826
70821_11,CI25262
70821_12,CI24158
70821_13,CI23615
70822_11,CI24234
70822_12,CI24319
70822_13,CI24303
70825_11,CI24866
70825_12,CI24865
70825_13,CI24399
70826_11,CI25688
70826_12,CI24719
70826_13,CI23883
70834_11,CI25985
70834_12,CI25990
70834_13,CI25968
70836_11,CI25985
70836_12,CI25974
70836_13,CI25990
70837_11,CI24151
70837_12,CI24020
70837_13,CI24158
70842_11,CI24300
70842_12,CI24459
70842_13,CI24314
70844_11,CI23913
70844_12,CI24393
70844_13,CI23916
70845_11,CI23906
70845_12,CI26701
70845_13,CI25477
70846_11,CI24400
70846_12,CI24673
70846_13,CI24399
70847_11,CI24823
70847_12,CI24165
70847_13,CI24792
70849_11,CI26421
70849_12,CI26420
70849_13,CI26434
70851_11,CI26419
70851_12,CI26418
70851_13,CI26424
70855_11,CI26411
70855_12,CI26419
70855_13,CI25822
70857_11,CI24901
70857_12,CI24923
70857_13,CI24898
70859_11,CI25084
70859_12,CI24747
70859_13,CI24053
70863_11,CI23788
70863_12,CI24769
70863_13,CI23503
70864_11,CI24176
70864_12,CI24148
70864_13,CI24769
70865_11,CI24959
70865_12,CI23800
70865_13,CI24914
70867_11,CI25689
70867_12,CI24769
70867_13,CI24676
70871_11,CI25253
70871_12,CI23788
70871_13,CI24859
70879_11,CI24866
70879_12,CI24307
70879_13,CI24459
70880_11,CI25813
70880_12,CI26489
70880_13,CI25797
70881_11,CI24401
70881_12,CI24865
70881_13,CI24397
70884_11,CI25442
70884_12,CI24755
70884_13,CI24753
70889_11,CI24401
70889_12,CI24234
70889_13,CI24319
70891_11,CI25263
70891_12,CI25201
70891_13,CI25203
70893_11,CI23971
70893_12,CI24332
70893_13,CI23653
70898_11,CI23806
70898_12,CI24758
70898_13,CI24700
70901_11,CI24110
70901_12,CI23615
70901_13,CI24671
70902_11,CI24151
70902_12,CI23726
70902_13,CI24020
70904_11,CI24755
70904_12,CI24763
70904_13,CI25688
70909_11,CI23742
70909_12,CI23912
70909_13,CI23914
70922_11,CI24923
70922_12,CI24927
70922_13,CI24915
70923_11,CI24680
70923_12,CI24535
70923_13,CI24673
70926_11,CI25073
70926_12,CI24700
70926_13,CI25074
70931_11,CI24300
70931_12,CI24459
70931_13,CI24314
70932_11,CI24042
70932_12,CI23970
70932_13,CI24071
70936_11,CI24901
70936_12,CI24897
70936_13,CI24517
70938_11,CI24700
70938_12,CI24688
70938_13,CI24535
70940_11,CI26414
70940_12,CI26424
70940_13,CI26411
70941_11,CI23879
70941_12,CI23630
70941_13,CI23725
70943_11,CI26411
70943_12,CI26382
70943_13,CI26414
70945_11,CI24332
70945_12,CI26857
70945_13,CI26854
70947_11,CI23630
70947_12,CI25689
70947_13,CI24754
70948_11,CI24866
70948_12,CI24399
70948_13,CI24718
70950_11,CI25813
70950_12,CI26489
70950_13,CI25804
70951_11,CI24070
70951_12,CI24932
70951_13,CI24681
70956_11,CI24755
70956_12,CI24763
70956_13,CI24753
70957_11,CI23883
70957_12,CI23806
70957_13,CI24150
70958_11,CI23923
70958_12,CI23906
70958_13,CI26740
70959_11,CI25249
70959_12,CI26679
70959_13,CI26570
70966_11,CI27359
70966_12,CI27358
70966_13,CI27355
70968_11,CI24964
70968_12,CI24612
70968_13,CI24611
70971_11,CI25812
70971_12,CI25813
70971_13,CI25811
70972_11,CI24844
70972_12,CI24740
70972_13,CI24738
70975_11,CI24898
70975_12,CI24899
70975_13,CI24897
70976_11,CI24899
70976_12,CI24923
70976_13,CI24897
70979_11,CI24964
70979_12,CI24930
70979_13,CI24927
70983_11,CI24792
70983_12,CI25688
70983_13,CI24756
70985_11,CI24244
70985_12,CI24338
70985_13,CI24849
70987_11,CI24734
70987_12,CI24963
70987_13,CI24931
70990_11,CI24158
70990_12,CI24763
70990_13,CI23726
70991_11,CI24400
70991_12,CI23747
70991_13,CI24395
70993_11,CI24364
70993_12,CI23831
70993_13,CI24393
70996_11,CI23725
70996_12,CI23634
70996_13,CI24112
70997_11,CI24923
70997_12,CI24898
70997_13,CI24901
70999_11,CI24395
70999_12,CI24754
70999_13,CI24128
71007_11,CI25690
71007_12,CI24754
71007_13,CI23738
71009_11,CI25816
71009_12,CI25826
71009_13,CI25777
71011_11,CI24148
71011_12,CI23667
71011_13,CI24071
71013_11,CI27359
71013_12,CI23792
71013_13,CI25854
71014_11,CI24042
71014_12,CI24756
71014_13,CI24071
71018_11,CI23791
71018_12,CI23630
71018_13,CI23838
71021_11,CI25247
71021_12,CI25245
71021_13,CI25207
71022_11,CI24148
71022_12,CI23831
71022_13,CI24759
71024_11,CI23800
71024_12,CI24917
71024_13,CI24020
71028_11,CI24234
71028_12,CI24300
71028_13,CI24319
71029_11,CI25789
71029_12,CI27225
71029_13,CI26490
71036_11,CI24514
71036_12,CI24496
71036_13,CI24327
71037_11,CI25079
71037_12,CI24103
71037_13,CI25084
71038_11,CI23630
71038_12,CI24165
71038_13,CI24042
71039_11,CI25415
71039_12,CI24521
71039_13,CI25993
71042_11,CI24303
71042_12,CI24901
71042_13,CI24319
71043_11,CI23971
71043_12,CI23653
71043_13,CI23726
71044_11,CI25459
71044_12,CI23758
71044_13,CI25225
71045_11,CI24899
71045_12,CI24894
71045_13,CI24617
71050_11,CI25133
71050_12,CI23838
71050_13,CI25693
71053_11,CI25113
71053_12,CI25197
71053_13,CI25133
71055_11,CI23630
71055_12,CI23725
71055_13,CI23656
71058_11,CI25688
71058_12,CI23630
71058_13,CI24754
71061_11,CI24401
71061_12,CI23864
71061_13,CI24865
71062_11,CI24700
71062_12,CI24537
71062_13,CI23554
71063_11,CI24148
71063_12,CI23667
71063_13,CI24680
71070_11,CI25692
71070_12,CI25854
71070_13,CI23788
71072_11,CI24898
71072_12,CI24914
71072_13,CI24901
71078_11,CI23788
71078_12,CI24926
71078_13,CI24915
71079_11,CI24148
71079_12,CI23667
71079_13,CI23726
71084_11,CI25520
71084_12,CI25439
71084_13,CI24370
71086_11,CI24234
71086_12,CI24465
71086_13,CI24514
71088_11,CI24020
71088_12,CI24680
71088_13,CI23667
71090_11,CI24848
71090_12,CI24680
71090_13,CI23725
71092_11,CI26412
71092_12,CI26411
71092_13,CI25822
71094_11,CI23838
71094_12,CI24020
71094_13,CI23634
71100_11,CI24176
71100_12,CI23791
71100_13,CI24020
71101_11,CI24866
71101_12,CI24848
71101_13,CI24400
71103_11,CI25253
71103_12,CI24910
71103_13,CI25133
71104_11,CI25688
71104_12,CI23788
71104_13,CI25689
71106_11,CI24319
71106_12,CI24300
71106_13,CI24303
71108_11,CI25821
71108_12,CI26411
71108_13,CI26412
71109_11,CI25821
71109_12,CI26411
71109_13,CI26412
71112_11,CI24397
71112_12,CI24256
71112_13,CI24235
71117_11,CI24150
71117_12,CI24672
71117_13,CI24816
71120_11,CI24401
71120_12,CI24327
71120_13,CI24302
71123_11,CI24915
71123_12,CI24917
71123_13,CI24930
71125_11,CI24400
71125_12,CI24681
71125_13,CI24866
71128_11,CI23777
71128_12,CI25300
71128_13,CI26721
71131_11,CI24923
71131_12,CI24300
71131_13,CI24899
71132_11,CI24896
71132_12,CI24866
71132_13,CI24926
71133_11,CI24681
71133_12,CI24769
71133_13,CI24020
71143_11,CI24757
71143_12,CI23630
71143_13,CI24754
71145_11,CI24389
71145_12,CI24319
71145_13,CI24326
71146_11,CI23725
71146_12,CI24759
71146_13,CI24150
71147_11,CI24899
71147_12,CI24923
71147_13,CI24894
71152_11,CI24923
71152_12,CI24319
71152_13,CI24898
71153_11,CI23726
71153_12,CI24020
71153_13,CI23791
71154_11,CI24866
71154_12,CI24402
71154_13,CI23615
71155_11,CI25077
71155_12,CI24020
71155_13,CI23971
71157_11,CI25821
71157_12,CI26411
71157_13,CI26412
71158_11,CI24176
71158_12,CI25077
71158_13,CI24148
71161_11,CI24303
71161_12,CI24319
71161_13,CI24300
71165_11,CI26419
71165_12,CI25822
71165_13,CI26418
71167_11,CI24917
71167_12,CI24926
71167_13,CI24070
71168_11,CI24400
71168_12,CI24848
71168_13,CI24402
71174_11,CI24459
71174_12,CI24535
71174_13,CI25073
71178_11,CI24769
71178_12,CI24148
71178_13,CI23726
71181_11,CI23656
71181_12,CI24176
71181_13,CI23615
71182_11,CI24676
71182_12,CI24896
71182_13,CI24681
71187_11,CI23745
71187_12,CI23687
71187_13,CI24047
71190_11,CI24755
71190_12,CI24719
71190_13,CI23730
71197_11,CI24332
71197_12,CI24336
71197_13,CI24314
71199_11,CI23864
71199_12,CI24401
71199_13,CI24395
71208_11,CI23923
71208_12,CI24672
71208_13,CI23725
71209_11,CI23726
71209_12,CI24020
71209_13,CI25077
71212_11,CI24171
71212_12,CI24866
71212_13,CI24681
71213_11,CI24866
71213_12,CI24681
71213_13,CI24718
71214_11,CI25077
71214_12,CI23726
71214_13,CI24020
71216_11,CI25821
71216_12,CI26411
71216_13,CI26412
71218_11,CI24905
71218_12,CI24256
71218_13,CI24235
71220_11,CI25821
71220_12,CI26411
71220_13,CI26412
71222_11,CI24757
71222_12,CI24756
71222_13,CI24763
71229_11,CI25211
